Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
4bdf13ac8378183ae65f5ccef465294a983a1fec;Er Gu Wanton Noodle;1.320549;103.9355549;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;True;;ChIJLxMAbrYi2jERYB5W3aL5kdY;0;CmRSAAAAiZwy0W42W2ccQZZH8e-ldfCtMpV21puZ7QVl_EHX3mdKc-crKa6kFALZ7qVA6k5YOzNqrNDkC9wYagj-UW_H2pN-hPKnSXKKccFMoNmcr4DVqvqSfWT_3wGPFVQPLC2UEhA4zp1X39xnbUU9e28OLe04GhST630wNMU4VnEA6rXo4sK-pLbhvA;GOOGLE;food;point_of_interest;establishment;16 Bedok South Rd;;
