Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
24b8406e1c1327745a0e6a59e66369081d36f70c;BlooiE's Roadhouse Bar & Roastery;1.3128211;103.9245679;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;2988;5312;<a href="https://maps.google.com/maps/contrib/109595684525819032146/photos">BlooiE&#39;s Roadhouse Bar &amp; Roastery</a>;CoQBdwAAADvfOsEUTMgrvx4_apuNcWg4NKr5VJMrTsjFZaLxD-dlqs96-X4EBgYNTfNRe2Gtd53ntgKUkaFpwHVmuP6_x-9zofE6pAudrvEykFk-s9g8pTgfNzeBSSnhmHtdT4APQ3rzbRbzKeZ4Maq9-MEfS03lAFzaYzCtltSszDLhSecQEhABIha29lpPdiQsEATRRWOYGhSY5MOhUGSccu-APQO6Z29VM-ZgUA;;ChIJsZ7IS6Ui2jERWV3aS-u33Cs;0;CmRRAAAAV1m0joeob0nGYSjcG1_V4DYL2kIKNc_v5NsYVfmy7aU8co9w498xyC3qw68akC7dhdrvETCRI70wWnwdxXQNMjmJprj-4joR5nHVeNgH8nNyhk2huSpDWCue33iDCz4rEhD6BOD43LGpbQiL53RbIkVeGhQQl8KWv_NrdX8IbDvwVJlOzyI6fA;GOOGLE;restaurant;food;point_of_interest;establishment;907 East Coast Road 01-01 (Springvale), Siglap;www.blooies.com/;
