Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
610c0e340785e3fea50a08b1dd1b95bdcc5e9d3f;Fika Swedish Cafe & Bistro;1.3145139;103.8946366;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;2160;3840;<a href="https://maps.google.com/maps/contrib/110713244695399553773/photos">Ervin Yeo</a>;CoQBdwAAACchCKlqE-fZXyYLndpOFp2V4NZ2cwd1Ait-lYOM2tfreC5iZeP_tAueWmqxYwLhT48J-WoFXWKjRCsy_e9q4XtBEsRntgjRgmqI7ZevGF-8MVeYruuIpRCAiYevEhQOe8OCLfz3y9v9-9_9nYSQaJq630cLesDlxf6wMd99terzEhAl5rx9nB5MI8L2X-_cIdjzGhTEKpxNZIR9jnD1h_l3Er416SI6QA;;ChIJadzABxcY2jERP7ImW3vEMdg;0;CmRSAAAAevumxxmyMNtRR7ejaXupeH3bVJ0VzC7aKdj0XAff__SkDMkUbTkkEG6-Kw3T-Gk7zoelqU804uOcTPUaj3R8fQnsyUIsCT03fR6ropXHpD10vIT-YRAu0gkhtrozhUpFEhAtR3ggcLckx2Ax9TRqsJC-GhRoq5yG1JpG97vGMk-vyH91t7fXhg;GOOGLE;cafe;restaurant;food;point_of_interest;establishment;11 Tanjong Katong Road, 02-K3 OneKM;;
