Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
4637f34915a93d0a789c92b7225849e0c143ec90;Bamboo Garden;1.3099088;103.923611;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJKaKjA6Mi2jERATePUt2kIZQ;0;CmRSAAAAFFslI6v2ryPOBFA4hztThI3FpmK1Y5E_2kDG5QsB34BDGgxkeGFql5dTf1V0_U1lKEvsZTg8ixn5R6a_Bols_t_ujPTyAcWody36svO0OtOEuZcS6TVLEq8t3aZAL5dKEhBdsHRI4_Y6bmUwgC2NsJP0GhTh9ly1ZVi1x92sLu6W1_7EqkGPlA;GOOGLE;grocery_or_supermarket;food;store;point_of_interest;establishment;24A E Coast Ave;;
