Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
40c9ba5ebb6e9feef4c64c7f98a03ced93c20323;Fu Chan;1.3114896;103.8659537;;1.31150515;103.865989;;1.31144295;103.8658478;;;;https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png;ChIJXQx4bssZ2jERLRvrUIZ-fY8;0;CmRSAAAAGeS3clbqvWJq4KcZfDPDxr-ZrwfLi7DHNzpBYkCWJFBNCKuPoP2XOBdhdFGrafavCjVIY85Zn0c7Eamim6LJbmkxdC6yr4dM2kP4TqF4VxJwXx43nmy-MduBuLsNIhc-EhDWsLQU3Q8-pgPNVQBV3iWcGhTyX05mbkJbVA01Pdrh4i41yX3DyQ;GOOGLE;cafe;food;store;point_of_interest;establishment;23 Kallang Avenue, Singapore;;
