Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
1075c171150ee18f8bfe02bcf48ae45b3862790c;Xin Wang Hong Kong Café (Siglap);1.3129111;103.9247303;;1.31308165;103.92478545;;1.31239945;103.92456485;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;ChIJkfx-vKQi2jERwQAukVeuwxM;0;CmRRAAAAj12v_tK4xfUHQFIv86fk4HRZ6zVuVCKmKCATaNdISWoNBQrxbyEoM80xN82Z0egmoUhJa7YLfdzLZAOix8jsz3-DZ0inyxZy0VbMqCuiSWnFTAJT1DIO1KsUwo85Xs4GEhBFUiticZKHhI03Cpfy_lb_GhSONoH5n97pOu0hx4yLFI0HCbd_mg;GOOGLE;restaurant;food;point_of_interest;establishment;907 E Coast Rd, #01-03A;xinwang.com.sg/restaurants/;
