Id;Place Name;Locationlat;lng;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
f0ee1ad89565be9b1ebe23d6c20abedef9b3bf84;Choc Spot;1.315022;103.8946098;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;2448;3264;<a href="https://maps.google.com/maps/contrib/116204010085569873672/photos">Anuj Jagannathan</a>;CoQBdwAAAGoby0H9KUAfbjEBJHPsgfcCFvwVhVU9qMrRjre_19TwQwrPq3jvg_gag5srgllwYD--_l3gjgoJW8XDzJyd54drlz7qxI_jgGY8wp_WezF7uVYBmfrNOUhZ1mBR-VSfT7pGhpvzer4pwsk8KNu7rYcOSPY21_x0ksHZT94fcrt_EhBbREHrZQCWTbkDqDKrY0QCGhRWSzwYhajr5yskIotKc28fxgDmuw;;ChIJ73ivBRcY2jERsZsLE6l0iS0;0;CmRRAAAArUI5C68MSwi0tycFa4oF-s5U_RmKORL1W9CqoZ9Zrz8YnsXejB1nhNvkdMWWQhsIVf4BNlJHEmNg1lCptMheRlF3w3X4LExaA92sfmIWVRkashCQPSLCmc2OjxuZ1CY8EhAu3NCgto9Eo1KBQRWkTqQTGhRtLROnCbyRrSKidLgAwGXeATwIcQ;GOOGLE;food;store;point_of_interest;establishment;11 Tanjong Katong Road, 01-40/41 OneKM, Singapore;;
