Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
9b36091451f301ec3d045c4c9608abe5a01f1df3;Grangeford Mini Supermart;1.299151;103.833343;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJG2M8HZAZ2jERrw5WzE4Hf00;0;CmRRAAAAtlxw03IrtBr4fysE1WwpyOB1bfpPFHfFL0GAwxEKVRt6Z5lF92Nkfub9zCLv1eEKOsnxy64n_q95fs9tnOOBqtaAJSsPiLpFPYnF2aoJjrra4QSCz-hCcLLLpu-WPHlkEhC0uWlbQlgRBLu6kmR-CDekGhS5j7u7qZOGGrCgJ4Gf4Y7zjMzyJw;GOOGLE;convenience_store;food;store;point_of_interest;establishment;25 Leonie Hill Rd;;
