Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
50bdc2729757438e78c0a34e4aa16ae4f87ba5df;Kohinoor Palace @ Singapore Khalsa Association;1.3164213;103.857066;;1.31646045;103.8571854;;1.31630385;103.8570262;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJq6qq-s8Z2jERDA9YUgx2GE4;0;CmRRAAAAI9SP82Tb0wasURJiMNRd2n1YZZ_yfDdAkyrOaUGgMHOaN1eaYnpstRgfTTdMBKdv_WuXegiKO9QSoCmsl7xaNgYPrIxX-5mlQ5TMXnwFXjf7DaSxTan0MExSyx_T2xxpEhAzTg4soho_Ub9hwq-KEPHwGhSV38ju4aW0at99pVzpGluPbinPVw;GOOGLE;restaurant;food;point_of_interest;establishment;2 Tessensohn Road, Singapore;;
