Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
81f405e13b8a530817d8bd4f6a1e03ecc5675a22;Breek's Cafe;1.3116711;103.8570718;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJVcXun8gZ2jER5mUk0aJHTdM;0;CmRSAAAApsQz2frT71FvzeD5AJv_3SP5xMzd272QN3hNW7vIxroC2FJHRlBx4_qaRH5vfMo51l5_PBb-IQLKD38tDbsIa3UYILQIVCdJl0BKJOwfoGgNPFytSeKKvIIM4y84WM3GEhBeOXioGN1hg4oIDgzTL_B0GhSjsUV-aOB0P6cmO2YSle6lcV_k-A;GOOGLE;restaurant;food;point_of_interest;establishment;180 Kitchener Rd, City Square Mall;;
