Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
51decf3fc0f53e30e96d43ba76e6b82b10c5bdc7;Offshore Catering Services Pte Ltd;1.3123208;103.9254945;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJGSszqaQi2jERjTTtxd2lSAA;0;ClRQAAAAcQl3MV95vw9T0quL8h3ZSexLhVDA18MTHNgNSynXHHo2Cl-RP7UCb-DfVwP2GIdUh4pslBPw4qn5-7tugDT11fmrwX15dT-O_Zn8mLKM4KcSEDUJwoasrO2gRCehxBpzEoQaFIoQPCkIHWSyKNr5VQWZ3YjKkkTJ;GOOGLE;food;point_of_interest;establishment;Hacienda Grove #01-03, 6 Upper East Coast Road (S)455200;;
