Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
f8ef94c8d691911bf655e73cc26b462cd83ca0d4;Al Noor International (s) Pte Ltd;1.307723;103.925126;;1.308411349999999;103.9265459;;1.30749355;103.9246527;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJtTa2paIi2jERSpYUYAw9N70;0;CmRSAAAAfqLF0Qc9K7bnd6Z1vZKQ0LtU-c0dtE1oJQMyflbaEabIrjq_48EoiBQBMsKbkYN8p_HbQs8BTHPRonkSw3oagFazWSF96RX1SqWDpPK-gWr_t8Tn1pQIGsjth1BcndjHEhBbRt3-MTBj7_x0fBiar0N_GhQdcgRwjtY7Qi_il7z6eZVSZI2ZVA;GOOGLE;food;point_of_interest;establishment;7 Siglap Road;www.straitsinc.com/;
