Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
fdad52d54c171d52a9a5d983943f06b47eaca103;MTR;1.3129294;103.8564344;;1.31305105;103.85646785;;1.31288885;103.85635245;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;3024;4032;<a href="https://maps.google.com/maps/contrib/110924764441063036383/photos">Dinesh Jaswani</a>;CoQBdwAAAFRH8cKQPiM65Oei3OlZW8RLCTQT_FTNOPtvDIGNkkwLurMmmBWHe_u9mi34KmEcKpp7U9-lgwOqRHTnCVgQ60JK7HppBk0-Hg-uGkM5WDJduy76MDf_18tWzojMNoo1PCxWDonJyR9IvIlypBttpLG6LapYQHH_Sno9iLmPOAslEhBKQNZ8PGPnZnWs21C_205CGhSA8rwBw-MKzb0j1Fc_suFd6aZZMA;;ChIJlRa5V88Z2jERcPzzmxNtZv0;4,5;CmRSAAAAiKtG3DEpCL_4VClR9lP-gOLoQs1C5_LHS9PWOQBZQoDcKSfJ8Oun5ToOQW_3Xmd34mZREHhlyu6PClX5YLmgHR1tfgHsgkK-7VoBl-r2E1uZCi8EdyN-fjz7lQeQNvJ-EhCsqYT54vMfhP399EhI8c8jGhRFO7dd6hj3uqbdIjMt2Brm8PRN9w;GOOGLE;restaurant;food;point_of_interest;establishment;438 Serangoon Road;www.mavallitiffinrooms.com/;
