Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
bc24b79647fde58c847f3c561376752443d25642;K Ismail Zeenath Provision Supplier;1.314855;103.895652;;1.314946849999999;103.89584495;;1.31457945;103.89507315;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJP1vmIxcY2jERds1i7ESIBlA;0;CmRRAAAAx6WcIaxffvj2il4UwtAVsZ6RSu5mxsrBP_2xvgXSVpbDalW32k2M-BijYmryZFCA8r_lV0Xs8v3IIlYOhJGfJ5jROsd3EDbYmCgO6jbMyEyGHzo7-WMEAYaVNaL8gN__EhDK5m5xY0WfcHWNjZ5PE7bdGhSP3hpQL8OVuJnvfEHFuzuBnvgekA;GOOGLE;grocery_or_supermarket;food;store;point_of_interest;establishment;10 Haig Road, Singapore;;
