Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
fc2148e271ab00a4092ff722fc5c3f4d440fed63;Long John Silver's (On the Go);1.302562;103.824451;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJCW1snYkZ2jERkhDhtBb5hiQ;0;CmRRAAAAvEUk1FGosxVLEBHK1MqEQObJYqllp-zrGcyCJNR5GHGqNTXxpIxMa97LwK0-XNlYUR4YOKPihlN9M5TxVBzQI-vf5i4nXtxac4QiDYg65fh0BRlFzevPbtfWMqmIPKULEhB1QTsbsxJ9XKzJ7bUk8x_AGhT4wDORTatBOnLA2ECYC1NjFZyFKw;GOOGLE;restaurant;food;point_of_interest;establishment;2 Orchard Link, Singapore;;
