Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
4fe8034d459faa6b8ee04b2a50ff8cfafc514f11;vwcshopping;1.3117021;103.8669088;;1.31210845;103.86754015;;1.31156665;103.86669835;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;ChIJuWudRcsZ2jER5a6fNd7_JcM;0;CmRSAAAAeAy3dIahqmNX24EPPgfCa4sGb10lIGNAAutNy9ExNWQhGKxZl7g8JmbeMqEXLoQgV2FO3g06JCeuRwWlGkCSi3dQ1pSNdvG0s1nnJ50FkjaEwhWxD-7krrNz18xhLi-rEhBCeWHm_-oJ7n0atPhtEjb1GhRkGnb2-tmTR2Xa-fi21sJtroR0-g;GOOGLE;grocery_or_supermarket;food;store;point_of_interest;establishment;#02-12, 101 Kallang Avenue;vwcshopping.com.sg/;
