Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
bf0879a2cee50bb2614c88cda9ac19254d5e604a;Ybn Bioedge (S'pore) Pte. Ltd.;1.3030839;103.8236698;;1.30317025;103.8237522;;1.30282485;103.8234226;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJ5Rw7hokZ2jER-Siqjwo6zMk;0;CmRSAAAAu2rc7IgSdmpBkbxlg1T6lYHWjLYn6U5P_4m19-jpT16HqkM6EHGvRUY8xaSRFVlMJ4akhV2Te7eAKt6mAKXIuUkWGoYkJwUoPqHUVq8VR4xag5jaCDrsthDkDX4xxB9rEhDXFcEMgLL4KR29H0gs0EepGhTrANumMYDrWUJCe7QeCGeY5qPESA;GOOGLE;food;point_of_interest;establishment;1 Orchard Boulevard, Singapore;;
