Id;Place Name;Locationlat;lng;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
f413393b3393728a54596e4913cb8e831d8502fa;Charlie Brown cafe;1.3148017;103.8948568;;;https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png;2988;5312;<a href="https://maps.google.com/maps/contrib/102014010830609338510/photos">Wesley Tam</a>;CoQBdwAAAM4iQATEY5cr4XREo5S-iHN0_4HEUq_TyfvE0RNj94PdkQjSUt_2KSV6m-uAy52-2ofpaCLlD7uij46JO1HigASYnvbJSTEPq89XdanPTMQc10qRE85OtKESfBNHdyh-RlbStbk1kzw6cgLLl7vgTu8q_92oCuMSbZQ9KzFRRTKJEhA0J-R9fmULLwnQQFADgN2vGhSYL_WKwhP4H8i1KgMhrBt4I8UJUA;;ChIJIequHBcY2jERGR43v44L-y0;0;CmRRAAAAD1Z958i0OD6c933_xk9WqpU5sHRebYv_dDWwXyLZ5Uica6UyOLPFZUlkfNMy9w8JH-1vUQO9wEzGyBkF8QzTPw6rzQx76UN2kWWbHfrvCeM31nxpyPgARkZvXpEOobB3EhARh0r18SVbNBQnZktpIBGcGhQ9eXKg9Z3pk_4ZHlPdQj2aueujzw;GOOGLE;cafe;food;point_of_interest;establishment;11 Tanjong Katong Road, OneKM, Singapore;;
