Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;type;Vicinity;Website;
e0a670ed038a98fa4533abbcdc2fa3bd2a0eb69d;Maison Kayser Singapore;1.3060098;103.8326726;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;540;720;<a href="https://maps.google.com/maps/contrib/102431085309418904749/photos">Tay Jason</a>;CoQBdwAAANMPVSZ9r1ISXLVpZOwCj8tuqSOughQGdMY-_NX6incTCf7QcwgLYsjIsGYkEuKmWOtEEXnL7_72eRvMwMtqAu7qP5LbzVFhSSEhue6iPfxO3t9FjwS2K_knJuXSZmIjLx9slOo7_9hszqlVYK9dhs9m9BRYmc1gHWJd6Fn4nhwrEhBqrA6M2g6KUccjeoAilAm3GhR24f0HXZ4HrRgzc1mXhgtyfljZGg;;ChIJZW0bfI0Z2jER3iRIeq-nIV0;4,2;CmRRAAAA8C5qxC3MpQjZwSp3SnT2y-WEMUwhD5CgIuuA9DmYqfG7Cq9tYwiPclpT5Lcpb7Oy7uPVvlFemcP5Y3-m6fckIUI0N4wb16LvlFJyzwwKX3GCI5jSoQL4Id3pKsYceAIVEhBPD3huXpqry5t8h_w-6IWNGhQeetfVt8ed1UN9uYnKHhm-2wqtFA;GOOGLE;bakery;cafe;food;store;point_of_interest;establishment;Scotts Square #B1-25, 6 Scotts Road;maison-kayser.com.sg/;
