Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
10e7b501ae96a8afc298e44d4ce42c0b30a4643c;Harry's;1.3192523;103.8441052;;;https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png;True;;5616;3744;<a href="https://maps.google.com/maps/contrib/115622991282774587925/photos">Harry&#39;s</a>;CoQBdwAAAFyzHNyHJ2dmRN2n2oXKYjorLB4gFR-DU66kvvLXqJgjFmtLnvBBracO7fY7MarjK5NiHUNsv4lTgEvMGlNAxfNEA-RoGCdK1yyxZ6YHeIT7n5_mAil-oSYzPY0DshWDlA8ubSOMKywfKJxCVwOkYn0HgyvLVI7iEFAS3UpmMMaGEhDDjyjSIApfVXNyE4-xn4-TGhSy9NBhviZLnz18ZNJLtpa0w_BcYQ;;ChIJnzw-g-cZ2jERhCUUx7K9tDc;4,3;CmRRAAAAUtmotUwNvh40WCiIuXKbsz7tq0hs53OmMROZ97fZ3J9-l6a3ErMYh7eN-pOZ1hwB2hzJ9Vcux2cxlw1Q_0MobaTxS7yeoIRfYLuzFjrjOQdODJczIuBF4A2DhgLwtnRKEhAZRWfkAfSv52dHwgb5Iqz8GhTXUJJNYyIHu8DSn737ZrDFh5YCgw;GOOGLE;bar;restaurant;food;point_of_interest;establishment;238 Thomson Rd, #01-59/60 Novena Square;;
