Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
fbe8cc692910801a4defccb12d6e775e65e35be0;Neo Chye Heng;1.3202704;103.9356955;;1.3204951;103.9359163;;1.3195963;103.9356219;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJbS-jaLYi2jERnOVHoE0T5Nk;0;CmRSAAAA7Fkdgwhgr3YLHkcSfqtUT85ZMCC85l1HfhhSbbzLqFk2gMLvaNj2cdXTIjIvQ1VsXTTZIPfFMoaLDTGDWg5LgCnInJpA8M9aIRAEVO4Bl_DK2fj1bS0NkNtaW2__Fmp4EhANJb4cJ2I-7A77FjEmSX-mGhS2HO8g9_R1kBHD8k1ycWF_VLgA0A;GOOGLE;grocery_or_supermarket;food;store;point_of_interest;establishment;16 Bedok South Road, Singapore;;
