Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
36e7d8f7c66a8c8935dbfdc2b66c862257e15faf;Sakura Cuisine & Catering Services;1.307249;103.833358;;1.3074533;103.83351505;;1.3071809;103.83288685;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;ChIJzeLPp5IZ2jERnS0KM6zvuWk;0;CmRRAAAAlLXifkdoWq4JaTCh2Z0b4UK_ZiqbiwL7dpd-3ow8WGECbNEqXTSmoJMZEUuAgf-ieFj-iFRRz4nbJENTc9DV4DB259G8V1PHYvW8hvaEihyJSbiSeMsWRVyaP7VYo5KHEhBy5uzXG-fRzLaB86AJP1J4GhRFlNwxO4X4_cyShBrCkayVZ0Kd7A;GOOGLE;restaurant;food;point_of_interest;establishment;14 Scotts Road;;
