Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
992d24aa60223d69e99d8980fb9b4c500734463a;Ice Rockz;1.30256;103.82445;;;https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png;ChIJCW1snYkZ2jER8cyNzEzxZyA;0;CmRRAAAAhYXJJO8VhnpNdMEvQsd0ko_DjYRKO8VgftHKA2i03ehZeupM1tmgksGtvaaCOj6Fc96GN9EJeXacQUqXK7_2RXGfOg6rszd_Y9qW9FFKoDqpT9bpNQjZ2xPdCAGH_tmJEhCaqf5ikk-SWkvQEwjhUV2NGhRwF8dlr3dzAjU2_Pkf92RJf17nRQ;GOOGLE;cafe;food;point_of_interest;establishment;2 Orchard Link, Singapore;;
