Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
36428710ab6e8206d0b3edf6a0f063a785a071b7;Anova International;1.313501;103.867217;;1.3145987;103.86755295;;1.3131351;103.86620915;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJ22oOuMwZ2jERkRHz3aPpEIQ;0;CmRSAAAA_GdXyu6PruKdMlafPtMLGlWewhzV97IdqGZFFWz1yPvpXtPVObcGRrvBdInw7vegQ9GvrjpNfDIOBkDT0nQshMRb5Hnw7UGhYEUZZMg-q8Tfd8LX3Vbq_oEc_dUsHIpgEhDNkuQSi_7y24QyyNDWg_8aGhQyoc3AdMRrQwVDKe6DQ-fID2up1Q;GOOGLE;bakery;food;store;point_of_interest;establishment;126 Kallang Place;;
