Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
a71ae0b66521ba6454630b1759ada28fc60049b2;Sky Greens Pte Ltd;1.3141805;103.8681571;;1.3141981;103.8681955;;1.3141457;103.8680811;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;True;;1365;2048;<a href="https://maps.google.com/maps/contrib/110120586269515463090/photos">Sky Greens Pte Ltd</a>;CoQBcwAAAFP1LdYtYCxW4qt04pXkDihEoJ_dwrLBRr0BOv_7Atb4RUGBL7NN9YtyJrRngJzfxW0Yd8mh_hQ3NYM1atDKKcLXk-pudD26uxfR0DegZGx0mu0JPAdWw3Af4tG_zjyt0heCv24kcU20DCRhaYS0eZn_ngDsAQ0rmkv_qSRdrwXxEhB93bgmvaIahpFDjKVqUZJ8GhSfgj7zPmeUjzWdkvkuoYNNDlgePw;;ChIJ7RRzLTMY2jERE3HdbVOxVJc;0;CmRSAAAAXzHa1DXO9SfDfRgH9ji52lbtsi1LSJZt2uYOunMEcqRtiBQODjBEGRsW7bgvMa8dz-jJKDD36SDbq-KZ7BE8Aku1-6MgIVGcP5JEJYRJohbfZxrPp57DBDU0p4oHJ5NCEhCsJJfBe1bPIbI6dlNcnSPuGhSlpDKCccE4DXpi6dU0jxIgdzLbww;GOOGLE;food;point_of_interest;establishment;42 Kallang Place, Singapore;;
