Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;type;Vicinity;Website;
2c3c0ff0f78b4fc37376ef98af4a9ac53f313017;MTR1924;1.3129445;103.8565037;;1.3130879;103.85658735;;1.3128967;103.85625275;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;3024;4032;<a href="https://maps.google.com/maps/contrib/116368159256646040513/photos">Dennis Quah</a>;CoQBdwAAAPBXXRBKdt3dIQG293v3D-eOVxbBv9bHxLzcWN9iRqGP739XoZAoDl1iAArK0NgHcYpQY7Ds1w67FjQcimKdE9ad2Ucvn63OpjXlIm6NO-w-kBKMrVOpWaFT16DTSkETDtA8f0vL-CSXWg7HmEFV1recLM2jg08gfX00njDJ5SQsEhCjI2HCQUAxSGO7BqnLTJuFGhRNK0GROMSv1ItK723fwipbjbqUpQ;;ChIJ-wwC-MUZ2jERT41R_CMTz7U;4,6;CmRSAAAANA06Ls-4hGYoc4isEC4YJgmUyCnS76u2UjexBYkcuMPO6F8UIuokIG22pKGf8vr8esmnck8i68CKC1bazl5waiknYRQwhtEqZJPX6aj4bdmo3f8ifZpgc4Y1mmqJJ_O9EhC1gDSWXMtG8Kt5_DMk4cxfGhS2MVWgH9PfoVO1njOSDrCEceASJQ;GOOGLE;meal_takeaway;restaurant;food;store;point_of_interest;establishment;438 Serangoon Road;www.samanvaysingapore.com/;
