Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
e7268dec553c8160fad615937dca8234f406a21f;Chee Ah Chen;1.3157589;103.9471669;;1.3172916;103.947293;;1.315248;103.9467886;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJAYRlbsUi2jERPrLJ0LPgbio;0;CmRRAAAAuqbbxoYplm8tKyHKiTvN2tMhAngDV86bedScVDefar5wdSdtgnj9UecVBHMpQsv9sXgzz4_ckJnRNKZDw3G8-mFe9wKtqPdoTBAerBYgFYvZrmuPGNXFKNCPxUPkN3PYEhDiAcw1D8W2NNDtMbsa57zOGhRtzbo_HrbnfXXwPQtMYcoc0_dvdw;GOOGLE;restaurant;food;point_of_interest;establishment;Upper East Coast Road;;
