Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
2c939c80fbf0ae9ad71a65a9c1e76c2112bbf1d8;Cherylshuen Private Limited;1.311001;103.9010711;;1.3111474;103.90127495;;1.3109522;103.90100315;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;True;;378;378;<a href="https://maps.google.com/maps/contrib/107259938193714648017/photos">Cherylshuen Private Limited</a>;CoQBdwAAAEfYMxG_rYGs65mfRbUh1z4n-bbcTjE0Gr669bmv7zZnWtCYy9ph2b6nf2ha--tR-Av8smwMjBq4Z0EK786co0vRT7ssvILYTwpbDfq0Fqmca3h7yAR9afTNo4Xtpa1pJWwYuHZSgHOu-fVy-DKjzb7SfaP40231uLh0Va41yglJEhC710HttPwrwx6C61yVvwEqGhTKqgXuPUNCpi6o8w9D-mKG8pEGgA;;ChIJQwqeQBIY2jERYFXN9aX0msc;0;CmRSAAAAIkjlPSYK1Ok5XvkYPVE9PclEinySEkL-kHodGdx1EFWFkY59vE_WeRoRWLratNPurVoyBH7rdw7m-gNXP4T6YHtPqihxJmDMPWjrh-nCn_rXHJi5zwQ1R5wxqTR8XXzNEhBptxoHzSbCuCdgB7FE1aGtGhQ17EAMwkDNP2JjzqemI9vdvFgGKw;GOOGLE;food;point_of_interest;establishment;268 Joo Chiat Road;www.cherylshuen.com/;
