Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
eb4f9c1d7648ceee02f5245d3238ad2749369333;Qian Xi (Paya Lebar) Restaurant;1.3164419;103.8943571;;1.3168678;103.8945641;;1.3151642;103.8942881;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;3024;4032;<a href="https://maps.google.com/maps/contrib/106239934775649569896/photos">Judy Yap</a>;CoQBdwAAAMrphgYz1OrLQfriT9y8q6y1Px4SKr1P0a6ITmSHLygbwwLBasSpxG7G5krck-uIpMGNWjJefltceO5lqYptUZkZzsalKZzYpjTmF_7T5_xEMi5dthQ9BVvveSLI-bRzl_fpqRMH5UrOZdb3O_qGuu0pJ0yYm6_WPgMFia4gAaNNEhBfHRcOAWeoW0HRJu7kfRFuGhQnGO4ZIRrnjHB043e8FWJsefVq8g;;ChIJy56weRcY2jERoDcajXKvkdo;3,7;CmRSAAAAhaY3gGWZFjAb3LG5Rv-PBAwoAgAEkehVrWRC0wwkjFcSqE4SOtUgQ2EG-APtV5jj3XiFMdYAev3h8PXC8_dlz1-hDuYMW7AMz10d2_jCLU1zsdfZdQCbgWLvB_s0pQ3HEhD_xVQW7LZmNrL7zZoqL_PNGhSEOLHarYbFspjITQG44KbFikBUDA;GOOGLE;restaurant;food;point_of_interest;establishment;845 Geylang Road, # 04-09, Tanjong Katong Complex;www.qianxi.com.sg/;
