Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
0d397cc1d04e85eab45f639885dd8d0697a13d5d;Whitebait & Kale Pte Ltd;1.3031601;103.8237124;;1.3032796;103.8238213;;1.3028016;103.8233857;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJByBqiIkZ2jERgGhtL_SDMG8;0;CmRRAAAALZlic_UWQJmpPe3Il1YZdlz4pDf2MSiOqUlpW_YPhxBQY1OsJg0mv7uFxEp0wiAwGn83BzZedkQ_Wj2vPFwPynbMSROO7QBIPyMJiTaKdT5G1lcz1h1o-asDMGuuxyc_EhAvNe602yFcmIaMb8eoQn06GhS7iu6T7uyPT-El2Gurnqul6acZ1g;GOOGLE;restaurant;food;point_of_interest;establishment;1 Orchard Boulevard;;
