Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
c5b1771cfa56caebc94f7cc1f5508a1b2dbb356d;Bake King;1.314848;103.895867;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;ChIJ6bT8IxcY2jEROblwYAFMnHg;0;CmRRAAAA969pukQ4n6GMmX7qXGGxDHUjSDO53-e4i_6mFL7htzX-hn9pTgoIuxyPoJdV0UX97ZEMshjDvQYe-ycbS7Skz9EVHMcgnj5bIuQ7O7CriDx42wMTh3OdQtcNj-m1o_SYEhA7I6Iaclp6V0PopB5szR4vGhSFeqUcU51EhFfC1uWQ6GgfVd4acA;GOOGLE;bakery;food;store;point_of_interest;establishment;Block 10 Haig Road, #01-363/365, 430010;www.bakeking.com.sg/;
