Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
110047317c2660b770ff01f7538aeb682953dcdc;Eats My Life;1.3120818;103.9003499;;1.3121988;103.90052405;;1.3120428;103.90029185;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;2200;2200;<a href="https://maps.google.com/maps/contrib/114332962685234241523/photos">Eats My Life</a>;CoQBdwAAAMUUYhvOJwaIb2v-D68yTdyk-Fzcp492_L9mPikFJDfR-wsLYQ0M1smE8tDSPrZA7DlyGFjfdGmvu0cq6xdL3hsztek2cxqxOcFgvBrOOvUqKdi851qVwH_CG5A-2-M_bOyd0FL4dCigix9KBL5enVfPYs5Z-huh9MtUN6co16h6EhD3ue-fDSej2MasFnZjdU-9GhTfI_xp14DnPITS90WFeFSVq3MDfw;;ChIJpQWWKRIY2jER8y9L4TLynW4;0;CmRRAAAAzKC4MVUU5EsH7ZmDHGinbw6pXpzqZ7gfYqSyNk6f4GKU4z5hjBETydSMORJEAYAPDnHOJvi9N95JYEjBL27RErKpc4pzxeMrR10whZi7oOkXxIkoiDGmXPrZL-iniX2FEhCdWdssIfXNRo8K6LUA0bu_GhT_Y2oXUxCnG4s9khK8sRLv89QXYw;GOOGLE;health;food;store;point_of_interest;establishment;#01-07, 216 Joo Chiat Road;eatsmylife.com/;
