Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
879cdb5b1b2d7c15b1af7df02c982576c926eb80;Mayura;1.3122661;103.9228753;;1.3124113;103.9229257;;1.311830499999999;103.9228585;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;4160;2340;<a href="https://maps.google.com/maps/contrib/117785004514899699982/photos">Sambashiva Srisailapathy</a>;CoQBdwAAAI3EYqmiARaUprKHwDscJu8d3-b_BYTbLAqYu5Aid4UIKakNuCpSRYMsL7wKjPSGXtJnZKGk7_oRXxzSbbrD4fqMEfjmLvmHZFERPYiZn_ux9AEYi-SNL6rPkePFtPy4fRyU6FAImXbQAB5XkgMM-uOwDoD_Ocpg2BuHX2GyuzPfEhCF0TAMiccXuj8Mndufzt0uGhRU7rdioQcLMw_kcrcWt0a5vzFC4A;;ChIJ9a99fqQi2jERkRUtk_524wI;4,4;CmRRAAAA6VibhXE-IgwSjQlOys-jOaRcwJhWjCZB0lPyh8oo10rBgo4Srw-xOu0RP31pyKLcBx0ZGPdn53Hv9LIxnqzN3x1vru46K6BOYu0mWfrT9NWtKo5DV22XPWo7qeqtzTVLEhCHgPflAXdHsSQAHQXha090GhQDT_iUG3Ps6yVISc-4-q8nE0hL1Q;GOOGLE;restaurant;food;point_of_interest;establishment;723 East Coast Road, Singapore;www.mayuracuisine.com/;
