Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
22d35145147e48f1195b950fc01a7328f0050c3b;My Mum's Cuisine;1.3193097;103.8441761;;1.319466250000001;103.84437365;;1.31884005;103.84358345;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJJUUgZecZ2jERCH3gY2Hffto;0;CmRSAAAAxV3DMvU2XuKPp61ixYb4PgkuxjXtPzZf2Ey0QKlLGlLWujh3iNu9oE_MhoWvxNf87k5CWp-C9CNjHPPwunnfVbOPJpH9dI3nj1ubHKZ4GT2pAj_aVjuRmHZpTbAexmLzEhC7Cz5ifvOxKpJXWwOSv3zFGhSlPGiHa_SNBsfYlu9L0lhid0mJ1A;GOOGLE;restaurant;food;point_of_interest;establishment;238 Thomson Road, Singapore;;
