Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
1104ade30166a4d8b33ea76b6f3e73a676675057;Golden Beach Seafood Pte. Ltd.;1.3155372;103.9432515;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJ4z7kCsYi2jERYHHBGVHydBE;0;CmRRAAAAon3ahEWuq9mbsElImDbKWmdCbS7qJLf8XhYAOQVRTAhcpNeWWFoPCkZbHJjqoBGGolbhr3Nmoy2uFX03wAwlMddYY8pCu5NDsRyBlvwABynxA2RSIddjFNSKfxGnV62JEhBZcqqo5Pt2j3S1Iw65HNMVGhRmuzkRB5LeCnqLczyTuhFQ4ZD5Gw;GOOGLE;grocery_or_supermarket;food;store;point_of_interest;establishment;496 Upper East Coast Rd;www.goldenbeachseafood.com/;
