Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
61683232647fc5602f4a2645f5900e04a63feef3;Wild Honey;1.3061291;103.8328932;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;2368;4208;<a href="https://maps.google.com/maps/contrib/118197775162171464961/photos">DoRiS chow</a>;CoQBdwAAACoWoEIL5mHd8yQG7ANuoWzNqgtw2KEVWe52aXjCdpknYJSp7begpjn-VvumJwDGWDQcxSM7rwXEElKOPPmASdaCc-dUvl3PajU9qYWR0x2cUPhrSEUUnFmydHxCkyAXTmE5qY4Ki7UEUgVJIAW8cFJUu16_Aa1bcZjKhXXRGzN7EhDf-AOoJFoduebtwtERlhNaGhS_oukb5Goa2cEHdc2jDdHirOTIiw;;ChIJn4yxOb0Z2jERuXBCSPlwvOs;3,8;CmRSAAAAf-kIyfTNC744EEfNYfiPerVClC6n-qQaIyJ3jDhq-JkRr3Kr-xuxHHebUJSn6-3erew09z-mSeCQNnXwRLuZnkTZGT-QJaFUAvoW7j8-FsuzPB6fyAfvyLmHsNjRbh3mEhAe_SPmOmmKUr7I5V7Ev4b8GhQ3LhO4aESntbHF9XRa5GjsCyhNiA;GOOGLE;restaurant;food;point_of_interest;establishment;#03-01, 6 Scotts Square, Scotts Road, 6 Scotts Road, 01 / 02;www.wildhoney.com.sg/;
