Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
274e60707212b334a1893ceaacf5b4d37b2e231a;Gim Hin Lee Pte Ltd;1.3149858;103.8960395;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;ChIJn5pKJhcY2jERssHbJNbt0U4;0;CmRRAAAAWFj1r6fDvstIoTpkmQ58ou6GdpjcDOCGLBC_rautHUlJXjLbIT53luDBIjmVB3GGZ49393jBnKX2CNBRrgfYjns9rDucdAeBdWRL6HFYR2ZOxgf5jb1uS04zd1RWdnndEhBHVOGdITRnB3bYU-kx5lpJGhTpSRHizWrRb0OPTJZE0cxBjcdC3w;GOOGLE;food;store;point_of_interest;establishment;Block 10 Haig Road #01-363/365;;
