Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
52e3693621a2bf20340e70b5945787b90e15b6d1;The Coffee Bean & Tea Leaf;1.3117827;103.8561422;;;https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png;True;;512;384;<a href="https://maps.google.com/maps/contrib/114417453388528229386/photos">Ben Tsai</a>;CoQBdwAAADc8JaWBLLbrCi-vdk8SdxfkGsshw0DhaVxZtw-CYIvQjd7YiM3qwakd8MZChbr9-jewwYyPNF0UW8SONvL7kN4OPnuMXpe6_Zk7LeH26D0bATagOIZOsGws7krO2RELWN6B5_9K1MqqMAD1ul-63YcR2KBMzHGkbaK4RZdUaJ2REhCSrTH8dQZoJ4Nacn_B_zK5GhSVUG77IeCTkZDnlFCQFFDGZT9MIQ;;ChIJVcXun8gZ2jERkpgjdJTBk64;0;CmRSAAAAwAlwhud_yp2rW3FbOTMxdbuct6DKIq5YRfNYip9JXTCG8qE_kJ2UUEarPq_gL8kL3oMWCklLGxGrbgcZONJ9E_XY7Ou5uenRWb0sBfi7Fnlaf9IZrtN8Hlk4REJxpFXDEhCHWJQGAV8klnAhcsY59BPbGhTtuzGLsUAmqqh0mCVag1ci0nY-pg;GOOGLE;cafe;food;store;point_of_interest;establishment;180 Kitchener Rd, #B1-04 City Square Mall;;
