Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
ad5e5c5a6763d7f3a050a92ab7b94edddeafa923;Red Mango;1.30256;103.82445;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJCW1snYkZ2jERAisdF1apPuc;0;CmRSAAAA3nmzb_zViHCZK3osQDm-uDGv75fIm2_RAeKJpGRattd14Az5E13vhdi76iWcrU-Kf9-eoHCTeKTiBOGVELwt5OTGNKE04jf47vleUp2jkqizJPnN01jLdMoD2h3pKw1JEhAptO1AwPobO8vU8uvUSbNxGhR-e448hU45-4GbPv4crxfnNKr1qA;GOOGLE;food;store;point_of_interest;establishment;2 Orchard Link, Singapore;www.facebook.com/;
