Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
257b19c3737179a466c36cb1b37f61a2c34e29d2;7-Eleven;1.3098067;103.9009947;;1.309972399999999;103.90103775;;1.3093096;103.90098035;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;ChIJy_Na9BIY2jERJitC9VxRjas;0;CmRSAAAAQAiaHj9Z38y3a4a_uPqCKTx-SY8tkBXRBHQTqk9tj7Tm_ASM1JFkHw3MlHUj5dcFyR1qXUyw1dZXRM9XGFBU4Mq4FtVzGrupdKF_L74OE7sEFX29F5RZSoUKzYlr067UEhBxdzY-DdIEMXNi4DWL20cAGhTWozfgRXU6Klv7eanXCriiefYxaw;GOOGLE;convenience_store;food;store;point_of_interest;establishment;743 Dunman Road;;
