Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
c2dff0d6a99f33a9df466d7c3ed5878c906e20ba;Canadian 2 for 1 Pizza;1.3123645;103.9248084;;1.3124038;103.924893;;1.3123514;103.9245546;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;2592;4608;<a href="https://maps.google.com/maps/contrib/111946417788650344550/photos">Roger Karlsson</a>;CoQBdwAAAGjaAfV256bLi5_MaAyfodvAQKVNuUwBvM8-GqLxxJsV0014c1CvP5j35Up0CQd2-eJ_Bz8lrJDqXpORPQpNyBNvV0KqygyLubzYfuklVgKt38L_22l_2sERIWlfISISKh9ba38KE7kV1_Ot2kW1h1IofJqSMFTJrgmrJ-EarL1qEhBPZpsnOLB6-e_dtoNzClNwGhQIVr5seG2Gejj8JAEpw19x42n5KQ;;ChIJb4C_o6Qi2jERY2Vaw6-cOe4;4,3;CmRSAAAAI_dNtDcSKTNnaOvaDQQB50Pu1l8Ze_BeX8mWmrwNLNd5h7xhJYJ8lbnLWPlQ8w7uaTD9fPONX9LbqH8fCGOufeuziaouDBNJ943JWlCfftwx2OTzas37FOEa2N404my6EhC80XQwQLhefLWu5wALml14GhSpbqAmFQvGhjOtVym42f7ypxhkbQ;GOOGLE;meal_takeaway;restaurant;food;point_of_interest;establishment;918 E Coast Rd;;
