Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
520d6a8581ed11b7712fd5b5e8a2c3a901828b4f;cutQ;1.298837;103.81603;;1.29894905;103.8175705;;1.29850085;103.8155165;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;True;;665;1165;<a href="https://maps.google.com/maps/contrib/100733689746683670369/photos">cutQ</a>;CoQBdwAAAB0r2pcPROxdLinB5L6MrGKYsQDDvYrvxb5Ur7W3jTfYNf8v78tUDrHgUguQNzUtzwC1Nk4ydCSAsrRMVtlrB8b44Vj2IrjF6spBE8BfOEu5PHA0_blfHiQjwgDUjfyn1Gm8ypakmLooJKcdaf7UTI9TkQOvBuUsJx7npQx3Ik3SEhBB_4o5_SQoSEX1o1CAWgNRGhT_os-bDsOhwUw1jPcxRH0LYVwoiw;;ChIJL2khASYa2jEROQgeiaPFJk8;0;CmRRAAAA4vsRYbao3EF0S8OoNr0BJWDzM_rTf-oj-3pvu_SszeO5TYlp_17Q37v3tj-IeCFThoCiQPPu3HxoTX43-RTffKiihbB9qsXMC4ddpId0j-7BKn7Xy0pVPuQOu_A9IDYCEhAlTUHthVbFLXLe78Mljki3GhT4p1UJ6yv3OIlctku3TMylzE_6cw;GOOGLE;meal_takeaway;restaurant;food;point_of_interest;establishment;316 Tanglin Road #02-01;www.cutq.sg/;
