Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
41e65995f4a850ec563c4ecb91355124405d36d4;Dome;1.3056913;103.8316966;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;ChIJR5yDbY0Z2jERg_4rZcIQPws;0;CmRRAAAAv9wh8EuV7rylmTy4vzZxmUACvwDU3a0a3tNJLPVemJBJI_zWkvzgPZMvdFlOr0fntOneNQM3xhXpRxg5KMYbYajNYobX1Ued8_i0JJT7_bT3GgpHpGN_3J1RyYPeVA-WEhAwyEmNP01qz3wMp_yKCaQfGhTTJ590Vdbstv4uLARFg-DaIcKBqw;GOOGLE;restaurant;food;point_of_interest;establishment;350 Orchard Road, Level 4 Isetan Scotts Shaw House;;
