Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
eda3a1b5c5794fcdd2f3b2eb7381b2491f270e02;Caphe East;1.3124379;103.924845;;1.3124487;103.92494955;;1.3124055;103.92453135;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;ChIJCan8o6Qi2jERQsRTQW4XTAM;0;CmRRAAAAtf4HNI5SBVcVqNZZ03udawf74DgZiH2iRtA4N7k3q0msj8Vv5xb7-4Xhzfxan1CXeYxxiW9EXrr38WDgrbUAxIF7rusQkztC12p7MrrJYup8i8w5WsBwy6eCFsTqT186EhA3mxaWPCVoiCCmqF16FZUNGhSIdsIu2LOsKaQV4Rtm55Ewfh82MA;GOOGLE;restaurant;food;point_of_interest;establishment;922 East Coast Road;;
