Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
d671ff9b89296f7e49b834e82395a84e63fb6189;Nam San Food Manufacturing Pte Ltd;1.3104853;103.9016869;;1.31052375;103.9017403;;1.31044795;103.9016351;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJ46-jZRIY2jERY4sNRMLNGqA;0;CmRSAAAA3O3zflRRoPG8yQ3K7rqlYq8cLRH34gzY8rV6UJ2_ooK0vSEnh93aFF19tfivxLuu-Od7Ho3EAHf-86V5qLv_97tn_kL5vGCtiNvG62ZSk7QUsgwnVd36tOREKkSIDJvREhCE8U2Ad3l-iu1XTf_XNKpuGhTDiRMTEeRS7NVoMG6yksaCOxc_FQ;GOOGLE;food;point_of_interest;establishment;267 Joo Chiat Road, Singapore;;
