Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
a98ed4f1f0613a392b2a2687e5590c266f4ff5a6;Pete's Place;1.306464;103.833224;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;427;428;<a href="https://maps.google.com/maps/contrib/117136566345581483727/photos">Pete&#39;s Place</a>;CoQBdwAAAAvRHE-rUK8_iGMgXYD6Oq0jprfe-2L2JJ1Ril_N13bKzHDxxyuJPkUhqQ2GEbf6NLWyHwfKAIrRa9K77cNPQJjpOUBy3bqtMumwODAXm7JGAlp9zuvtzhXp7pBeKHWYgP7DhBtnf4iYgPaI40COmipbO9n5r1gknYdOO4ncPX_NEhAF-lJc4q06EyCaKE0NGflCGhQQSxrmf75fyG30SCM2ATbmAyrOnw;;ChIJ3328nZIZ2jERKtGl5_K6H0U;3,8;CmRRAAAAYbdbxmwKOykldnuIjgcOyugcc3prwttoZJVMyoUP2P4TXnXe7TsfEXc3AuZge5GhhfBWVQ89akDz1PlEG3zNEmeyHLUyC6KSoDITfoajjHUf7hzwWp3DCzF_jFzF1ECeEhDFMq5XdKZmoG-8vvA8wOUiGhTwQ6GOvMnqHBsihR7E72eSLXytZA;GOOGLE;restaurant;food;point_of_interest;establishment;10 Scotts Rd, Grand Hyatt Singapore Hotel;singapore.grand.hyatt.com/en/hotel/dining/;
