Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
67d23a3062a05d1e4be69e7248ad2dc7a5907875;Qian-Xi (Farrer Park) Restaurant Pte. Ltd.;1.3156431;103.8562174;;1.3157035;103.85639125;;1.3154619;103.85615945;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;1836;3264;<a href="https://maps.google.com/maps/contrib/115173758057568094945/photos">Paul Ng</a>;CoQBdwAAANJtGSBCI8toKZ1Dq5O20hXwN3mS-JadqwWMdnuH_lqFX3HYjbYGjOHuf6BuMdf62q55l9fXTdOHfzkDe3Gtovf8LcRu2HeRIk5SNjM4N68Rm4abZqMQIXwYSACEGmhWtBB425o38TAed2SuhogqA6sgVAOl0_swMYow5ykTkl3kEhB4UtV6ctb5D6MDVyy7rfhJGhTOUNrZt9j1V6KyvLAaLHUuCfHtgw;;ChIJoeHVis8Z2jER1qq8rEAm8Fw;3,6;CmRRAAAAW4Yl6DVc_JarlFMhLmKI7T3gf3NZYDFSH8uzcE8OUEPhR8WnheP8-aGj11I0FD__HyPANOW3gt69IeuwEO9G1wTQCjs317Osgpi01XnCLI3_JNf8-ghhekz9K_qytgEiEhBP2L28yrNkoYMHeZo5qJcZGhRB4udYH25wR__rwkfnUvIfay0qtQ;GOOGLE;restaurant;food;point_of_interest;establishment;60 Tessensohn Road, Singapore;www.qianxi.com.sg/qianxi-farrer-park/;
