Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
0253d3b20acf3656ce86d4e72ca2c929b1b1e665;Fat Cow;1.3030623;103.8239631;;1.30322965;103.82439375;;1.30256025;103.82381955;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;2988;5312;<a href="https://maps.google.com/maps/contrib/103463016604774132392/photos">Anthony Leung</a>;CoQBdwAAAD1d54f1ILP8iPG_YeocRMTVe6FODopJT3ULHmaTbUj65GEvWc4OnrmSQEPGZzVeP4qKcUMM4TYqHcLl9ebvrjy226lAEEKw-B_c1d_axm999p8nqqVu_uVTOoTncVzMVLNqglltHrcZkgqJUDCZFvGXgAQfy0KcJZS2uu7pLzm6EhC4Cgvi__mmOytIB_-kV1kVGhRZkbY-6TtmQyb6wJSYLcuvACnGIA;;ChIJbSEigYkZ2jERXX_RecpRRJI;4,2;CmRSAAAAn7nXgB6Nfrw2D_fQLj50ON8FkLYumX66C5fPU2wcaK58MftEIMMm4aiJm4XG3BIGUSpPzt3sPc4W_F0lqAKVAJIcFlZmrBQyIyID51or81doE0eMKjIwVu2xwYce1dSlEhBZSiKLk4DdnOQasexE1xVOGhSQiN9jZmuuk7n1HihhfLoTK-0YzQ;GOOGLE;bar;restaurant;food;point_of_interest;establishment;Camden Medical Centre #01-01, 1 Orchard Boulevard;www.fat-cow.com.sg/;
