Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
2adcae9dbdac4ba5f107f70b3714d8d94dd93cf2;Rev Distribution Network Pte Ltd;1.3126603;103.8666335;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJq6qqOsci2jER78YtjuXNBY0;0;CmRSAAAAp7xESsvsx54guM1KfmCeE-56Y8YqL1bwf22SpbwK1cMbdGjCHVXoPgNcWOG8AbqCbSbK2iPP8x40Dr95tVLr7ltTNecgCoapvL3tVqP4di3VpaHQ4wX8Bp_p0SGPvJ7MEhBQR2ewCeB1hJ-nfJnnVqTKGhQsKYWBS0NB6qJ4_JtXSfmL5O4Lzg;GOOGLE;liquor_store;food;store;point_of_interest;establishment;50 Kallang Avenue;rev-distrinet.com/;
