Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
ead41f441777082fbed53e30a98e382e7ae87c4f;KFC;1.3128654;103.9241544;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;360;480;<a href="https://maps.google.com/maps/contrib/114419769930102625320/photos">John Ang</a>;CoQBdwAAACoyOuVGebCJC5RR8HOz6IQ7k5qWtXixTQg7EXikJ3JmGqFZVx74N979iXTeBdDcTVKdO06vR1dACOr9nEvTruGtFk3RkmloRWQAl4O74qBzRxDNUkLB-ZKOh55ik59YgcYQdJZ4wzH4Drus8fmkltDoH5Fp8_3UfRP2I4EIkfYxEhAhxv3EyYtXZIn3Zr9mHfx6GhQX6zE5BuOHb5F2cXEOHc2d36ozJg;;ChIJc0IYlKQi2jERjgcC1PaYCzg;0;CmRRAAAAllbth238HaETzx4YDURtiZj4_rmuj4J3oPlzngFFJ8i7l0MsouJiBdN8QH-P7k8vXldoVGVn34fzROx7pMIVG4wxPx3OzXS8Bm72PA8rZnrcv6D9PqEe4D2qWNt7XnTbEhDHHy2ajK9WYCcdB9JKaQglGhRBAyg9cd_Xexf9W0ivMDEEqa2CTA;GOOGLE;restaurant;food;point_of_interest;establishment;901 E Coast Rd, 7 Siglap Shopping Centre;;
