Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
c9fea75ee7c9659d8ec63d5987a3f8927dff3537;Chang;1.3022058;103.8112785;;1.30246215;103.81151955;;1.30212035;103.81119815;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;1440;2560;<a href="https://maps.google.com/maps/contrib/106807863992638784729/photos">Seung Wook YOON</a>;CoQBdwAAANb4H6UtAxjbIsoP4GRuhvH91PkRcqZRv_WJjQm830Nzjr77EUAUMZ-rVCTkoF_P4fBeen5GHrsqA8vjHvPH0HCL3fB0SFX_aInpafNu-izBZrYKciKdR-80q-FaJ4H4Nw9sKfiisH0TszQSR6VzUOtTIos-J-Ygre7Lw_eyg8L3EhCXCqOGKKTzDP0KoUWxG7UWGhQjnwoGG52frwRfceOoq_1Zxw2sKQ;;ChIJ1TIAJCMa2jERxEA9Zo_-TMs;4;CmRSAAAAB02HrqmTQUIbuNCfgGl-l29isdQ_T399BwW4nqUPZQaqodLjxvfpQlQSzjjYy1P-3B8aHpIxSqzMZaKBJC_u20L7yepNXBFSkX9xzKqxMXvrumXTmtsB4CYg1TF1vYR7EhA4ha1uEsZr6gYoRe3HKp0gGhSlbVzIGbGUbHWOTGSME_p4GufFpg;GOOGLE;restaurant;food;point_of_interest;establishment;71 Loewen Road;www.changbbq.com/;
