Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
759fe91da5009a6d14996525feb31fa5bfbbd174;Cheers;1.3113302;103.8945224;;1.31133325;103.89468215;;1.31132105;103.89404315;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;ChIJuXxKMRQY2jER7h46htwU-ho;0;CmRRAAAA6ADwyKdCZ7AeQOgAYxoQllUVH2ZJcCBxLsrKO91O9f50ShLbi0H3JgKqd5Au5jIiwfnpbu784WDAicBmwlYUc-TB-dcyMKIQt_k77AX2iRFbO58RAF6DR34D2d590_OBEhA11q-Ig93IGLfAie-J33AAGhRnjKUjOUiFfXvqEJLtmqs6i9Fw1g;GOOGLE;convenience_store;food;store;point_of_interest;establishment;189 Tanjong Katong Road, Singapore;;
