Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
dfb615cfb3a3d5b1df8be97bf11b22dcb38442b5;LTN Food Center;1.3124327;103.9253739;;1.31301935;103.92633255;;1.31223715;103.92505435;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;True;;ChIJkUhCU7si2jERpqYlRsnWeYU;0;CmRSAAAAVQgFacVOapNsc8TrFUkpFT3Lom_FTJPAvyASihzp3i2GOZvuBtKUzvMBvGTF4Pq0MVEVzPUwufbSc29y77AucnA-HBQ2BWrrSfDk0sBspeLKTlvPK8hvB8jc9trFh_bhEhDxxRAkVdnQvULUxVwES-EHGhTle0FVcyBLLGjQb4bm6wl_XNW-Sg;GOOGLE;restaurant;food;point_of_interest;establishment;17-, 19 Upper East Coast Road;;
