Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
9d5a65de9de3ac1697d7890775686ab47f17d091;Kirin Seafood Trading;1.3123782;103.8985788;;1.31251215;103.898736;;1.31233355;103.8985264;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;True;;ChIJBb3YYBEY2jERwpbR8kDqH8M;0;CmRSAAAAF0bWdFK8zObr9mqv_jmWoiAK-mNQ-TAFJehCvrnU14XSzb5p8ng7roEwmwikSijOwSXdk4dVvMdL5lWlr-rSbzP2jj0jRWsVsLurJBfPpUnC11tbJS0c_PixqldiB-TsEhAOMEjpmjGcYrrh985P7borGhRNi77cP94k2lZjOWvxWw9Am-bkYQ;GOOGLE;food;point_of_interest;establishment;73 Carpmael Rd;www.kirinseafoodsupply.com/;
