Id;Place Name;Locationlat;lng;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
4f06fbde6aac3f222a36551f3aaa069d44b065d3;Hockhua Tonic;1.3144625;103.8947451;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;3024;4032;<a href="https://maps.google.com/maps/contrib/102214154328654120090/photos">Eng Booi Eu</a>;CoQBdwAAAH1JAJxyeA-FpngnOnoczBddUOycDPioGCovbiqBd_pDxkqHAelqy9Jy6ojgTaPLd-rkj-gN9rZrGeYz_iJTAshVb22eyMaD3GwPz7VWnBr8RWRf5R45uVCIRLom8WBtyOwaNflV1IVwQX2b7hTG90K-VRsgNPuy6LDOwR1wKPhwEhA56cD4KT8eFyMgJduZl9KvGhRxZICFGpEtQmxQbD__Of2LtrT30Q;;ChIJYQPdBBcY2jERbzVhaoZ7Rxo;0;CmRRAAAAHxYRbZa9P1BfRSRumPGpPbTWkpUGbdHOpwi1cwqtEUxetwyHvegHBeHbOG2yG7yEOVU22Ezn4LwWDgYCGU0l1fE_xv0bc7GlzXsiTlGEFyy1eAoePoSh1P-vQhIHrLs0EhA8OnJahaAKUnGhbjeuVSRIGhQdeAqhfC5vqkoXen5IX6RrunWARg;GOOGLE;health;food;store;point_of_interest;establishment;11 Tanjong Katong Road, B1-25/26/27 OneKM, Singapore;;
