Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
3a3b21cd205359351752d3cb80ce59ba1e6f9678;Terrace Tea;1.311142;103.925078;;1.31118155;103.9251204;;1.31102335;103.9249508;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJUTmBRqMi2jERL1ULk_i_qBc;0;CmRRAAAAzqeoI1colV8U7vsSADC72QGRBLgFdS0iBVMYRHhDa92kWMmDXFza5RIqycGr0VLN16AG48uNLhyrHsabTwF35EEHu-vy9VZELPC9j2YZB7imD1RjQiUyVNXj0KN7P3ySEhBcLw4qNwL0649Vv1VOWHkgGhToibFRea34UYa7NBaB6sDLaT9QEw;GOOGLE;food;point_of_interest;establishment;26B Siglap Road;;
