Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
fa4829aead4918d7a09ce417a488324e1e599e7e;Milk & Honey - Artisan Yogurt & Dessert Bar;1.314716;103.8949635;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;4912;7360;<a href="https://maps.google.com/maps/contrib/104915326711505365885/photos">Milk &amp; Honey - Artisan Yogurt &amp; Dessert Bar</a>;CoQBdwAAAN25PO4h_DCO8b9wP6rJWi-piyUxFAvvZpEAcRW9GgoT06HT2SEsMwdQXtHvc1d8B1_9IffGJOQP9GlyoGyznfJidjwqbYUbXtg-k9phx7jBURWGIribe452fNH2sSJp8FrtdATK1Katyoiuf6wYfqNiAz7d9Lh2ZP-JTVfSlyxZEhChf4oySsL6Apwm0bRWsFyhGhRWKponCWhjAYnSCBPFSwwMrA5K1w;;ChIJiU4iBRcY2jERJlR168Wg3tM;0;CmRSAAAAhZcqXjISmEaTfspFSbXQOxQrlbk2vMdOJHneKeTGCEAurSRMBrYJ0jzrrP0hRbYQmRZY9VU0kPfbKmYhBLwFNtsux_sft-PKNMrHn7sidtotwgY1xd5seSAEzpc_JsY-EhBfXFoJUvUZfaaNDEZoYmKcGhQKWXWrTar4S7xfoZdpzO9lxp99XQ;GOOGLE;cafe;food;store;point_of_interest;establishment;11 Tanjong Katong Road, 01-63/64 OneKM;;
