Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
71a7553bfe3ebf619edef2e681f6a318f2cbdb2e;St Mortiz Confectionery;1.3203277;103.9359547;;1.32053995;103.9361632;;1.31969095;103.9358852;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJ9RwnQLYi2jERG9ayHfDA9UU;0;CmRRAAAATYL19MaCdB6GUaEIICP8fPj8sZpkZ4Q4rG9wTHjP-pg4nhhcDVrv66SnxJhf9TPmYgg2-TFM9BpS4hz1ZP0h7CFUl43ichAwibAiFg6bY_P0FZoJA9d04TvIlwSM4b1jEhDPl4xgaXcnrHlPgDKADdgGGhQo7wu1s0FEYc-nDFrvmoEQxN3pWw;GOOGLE;bakery;food;store;point_of_interest;establishment;17 Bedok South Road, Singapore;;
