Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
a05f9a1a920752b9f521756a0f9faa8775096173;Butter Studio;1.3147881;103.8947055;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJvYBvAxcY2jERHYGb4f0V-bk;0;CmRSAAAASmPGkfa1LPF1DKI16QmLDJ62owB0E2lJm_i_1dSSROPzHtLrP558BV9DHxpnlIpjDDgDVGcz3yWFvNqwKHG7mfJ5BPOJz7g8KLbbxSN7T57ZcK8SRyb8nfQHJGp31y5UEhA3tbt6Qey_1RU2PNY4kqRDGhSWDiMgKjD5A8l1eLL2OpvtkwF2Xg;GOOGLE;bakery;food;store;point_of_interest;establishment;11 Tanjong Katong Road, B1-K13 OneKM;www.thebutterstudio.com/;
