Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
595744a1bbf37c795259744be4cc4bed941d8f1d;Stans Isaacs Pte Ltd;1.303248;103.823826;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;ChIJVTwCKIoZ2jER3HP3E9ZdYCw;0;CmRRAAAA5_ZMNR7xlyZFbzrupN8JViN0lugCUwruGXwMiH8xOcfEMYyVbAPih5TJPqNi4KLx1gbZ9MW3ibRuFjLf0aq9lZZLegM0TGb8-qpGIFCu2rghJRwgs8i6qfEHlo3tHgBnEhB8Gp9P7tlg2H5_xkMfiLMDGhRQiholqKbh2FRqKa12XA3ReSrCZQ;GOOGLE;food;store;point_of_interest;establishment;One Orchard Boulevard, #13-08, Camden Medical Centre, 248649;www.isaacs-optom.com/;
