Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
3312f450a610412bfb189d31e38fcb2004e8b1f4;Pizzaria Creation;1.312418;103.925253;;1.312572;103.925295;;1.311956;103.925239;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJCVWJpaQi2jER0XVPF3Istnk;0;CmRRAAAAvRoXqw2B_KhQ2pREdZjnEwMvVvPD1MPgiR267V5gD-rBvuXOppwBS4rNeI2U2Qd5NkOS7a921Bgu0lgQmbH6qPzvdiXuDmUqqF1ZwB-7T4KVWEo0ecP8Q_bD49uprmpBEhCcZ3Au30bFXFo5kRNAJiXDGhTVJAqjI4ogVQHV9kQqDlxvnFscGQ;GOOGLE;restaurant;food;point_of_interest;establishment;934 East Coast Road, Singapore;;
