Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
6b4c16b49eb88313f665c9de683f45ec81294d7e;Kaiser Foods (Singapore) Pte Ltd;1.311362;103.866805;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJIVkZQcsZ2jERFWpS6lc-yrY;0;CmRSAAAADFUL7Hm0goqInaI1k2CIVq6ysqA4sUviZyKLaam3AlVz8lgMFt7AwFJrDCnqDqwRG1GKR8xSEuuvfHnL_cA22_80eGjjzY2Jtn3I5_7vhIU8jU5DidI1hoJCegj428IYEhDEzaEglLTjXI4A6Utbc_ejGhQnythWD9jt0YKv3yLUJA0j8ImMGA;GOOGLE;food;point_of_interest;establishment;;www.kaiserfoods.com.sg/;
