Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;type;type;type;type;type;Vicinity;Website;
5ea48344c76ed3748935a058c0a1be658a5bbc42;Heart Springs Spa (Serangoon) Pte Ltd;1.3114618;103.8570823;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJ____n8gZ2jERRQbHCX3WVpM;0;CmRSAAAAt058x8dR1E0iuSArdaSb-ddgKbn2TH5snKN0-DRLTMFRua-3O-RRZkiewBpDg-VbYh9Jtb70mv4JouVyYOTDjO0MXSCS2i1thhTPM21HB6D8FjjYAaHPCyiUdsYAqKOdEhAeNAKZGdpEHq60M-H954RdGhQxlfykEzxci-FQ2NcHOud8QGvyDg;GOOGLE;beauty_salon;spa;lodging;health;restaurant;food;store;point_of_interest;establishment;City Square Mall 100, #03-25/26;www.heartspringsspa.com.sg/;
