Id;Place Name;Locationlat;lng;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
10bc4bd3ac17e80563d1017b28efdfab5c2bed2e;Hog'S Heaven;1.310901;103.937378;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJ9fFPXr8i2jER39O2ovl_zoE;0;CmRSAAAAHeIm_HtNYgB1npy_6DKbOmEdr-yazlLFC3ANFQQ-67yqR381aQIL1s9P7ItHlPurZc9ahp41BwYDX_ttkd4CTLvEvmjvBblKtldIsOibKs9DWE2Z5QekZS3Xr1vqRNyuEhA9jNiM7X5mJDicEMAAbK3mGhQ3KTxiA0HTgrohRZyjL_sDIk_AoQ;GOOGLE;restaurant;food;point_of_interest;establishment;64 Bayshore Rd;;
